text,label
"but i'm saved,",0
"oh, you got to trust yourself.",0
"and you're looking for something you ain't quite found yet,",0
"a man in the corner approached me for a match,",0
"gargles in the rat-race choir,",0
"and ride a horse along the trail,",0
"whether you are right or wrong,",-1
i'm going back to new orleans - my race is almost run.,0
"as she worked on my face till breaking my eyes, then said, ""what else you got left?""",0
"there were six thousand people trying to kill each other,",-1
"outside of two men on a train platform, there's nobody in sight.",0
"china doll, alcohol,",0
"there was an old man and he lived in the moon,",0
"do you know where i can possibly get rid of these things?""",0
thunder from the barrel of his gun.,0
"for something that he never done,",0
"i am homeless, come and take me",0
"mama, you been on my mind.",0
"you know, i feel pretty good, but that ain't saying much.",0
"well, i wanna be your lover, baby, i don't wanna be your boss.",1
he's got his mother's eyes.,0
"i came to a high place of darkness and light,",1
"oh, quickly, heal his wounds.",0
gone as the season she's taken.,0
pull out your six-shooter and rob every bank you can see.,0
"listen to that duquesne whistle blowing,",0
"yes, i'd sure like to know",0
"with sensitive instincts, she was the creative one.",0
"and i am bound away for the sea, mary ann.",0
"ate up all of the wedding cake, uh-huh.",0
and it seems like i want to travel on.,0
"that one doctor cannot save him,",0
and now i stand here looking at your yellow railroad,0
you will not hear a laugh -,0
'twas then he felt alone and wished that he'd gone straight,0
"there soon came a horrible, dying yell",0
"i was looking every place for them god-darned reds,",0
you just build it cheaper someplace else.,0
i can see that your head has been twisted and fed with worthless foam from the mouth.,0
johnny's in the basement,0
"what cannot be imitated perfect must die,",0
"your mother says i'm a stranger,",0
"well, there's a-fighting in the valley,",0
"oh, mama, ain't you gonna miss your best friend now?",0
"teeth like pearls shining like the moon above,",0
"the phone's tapped anyway,",0
i did not do it harmfully,0
"this silence of tongues, it was building.",0
and there's no time to think.,0
"let the bird sing, let the bird fly,",0
"but i don't sense affection, no gratitude or love,",1
"and about how she was thinking of bumming a ride back to from where she started,",0
"billy, they don't like you to be so free.",0
"everybody watching us a-go by knows we're in love, yes, they understand.",1
"the day you quit me, baby,",0
"hey, mr. tambourine man, play a song for me,",0
remember me to the one who lives there,0
they say the nighttime is the right time to be with the one you love.,1
i ain't looking for nothing in anyone's eyes.,0
"then they bury him in stars, sell his body like they do used cars.",0
using ideas as my maps.,0
"i'll walk to the depths of the deepest, dark forest,",-1
i'll be waiting at the station,0
"you should not treat me like a stranger,",0
take what you have gathered from coincidence.,0
"now you stand here saying you forgive and forget. honey, what can i say?",0
"people'd call, say, ""beware, doll,",0
"for the days of old when we dug up the gold, in the days of '49.",0
at bringing back any help for my friends and captain arab.,0
"father of black, father of white,",0
"but your good man ain't a-coming home, you better understand,",0
"rode off with blackjack davey.""",0
sound like it's on a final run.,0
"they'll stone you and then they'll say, ""good luck.""",0
"yes, you're right from your side and i'm right from mine,",0
"i was thinking 'bout turquoise, i was thinking 'bout gold,",0
"well, the high tide's rising, mama, don't you let me down,",0
"it ain't no use in calling out my name, babe,",0
couldn't help but make me feel ashamed to live in a land where justice is a game.,0
"suddenly i found you and the spirit in me sings,",0
"and your long-time curse hurts, but what's worse is this pain in here,",-1
"where black is the color, where none is the number,",0
it certainly was possible as the gay night wore on,0
you make me nervous when you start to talk.,0
the answer is blowing in the wind.,0
and your highway's getting filled.,0
"plants in the bed, but",0
to be alone with you,0
"baby, baby.",0
"he felt the heat of the night hit him like a freight train,",0
"a dollar when i'm hard up, religion when i die.",0
wherever you're a-gambling now nobody knows.,0
"take a deep breath, feel like you're choking,",0
"you came up behind me, i saw you go by,",0
"i stand on highway, baby flag me down,",0
"if i'm not too far off, i think we did this once before.",0
maybe we just better call off the picnic.,0
"bird, fly high by the light of the moon,",1
"i decided to flip a coin, like either heads or tails",0
"someone to open each and every door,",0
"no, no, no, it ain't me, babe,",0
"that can do what's a-never been done,",0
"and madonna, she still has not showed,",0
slowly into autumn.,0
when out comes a farmer - he musta thought that i was nuts.,0
"the cracked bells and washed-out horns blow into my face with scorn,",0
"for the times, they are a-changing.",0
"i went down where the vultures feed,",0
"but the crowd woulda booed, i'm sure,",0
they're all gonna be there at that million dollar bash.,0
"she sees a bartender in a pool of blood,",-1
"she said, ""boy, without a doubt, have to quit your mess and straighten out,",0
"i can't be good, baby,",0
"my senses have been stripped,",0
if not for you.,0
"and admit that the waters around you have grown,",0
"now, the only thing a gambler needs is a suitcase and a trunk",0
"now, the roving gambler, he was very bored",0
thought i'd seen some ups and downs,0
"well, it's march me away to the station with my suitcase in my hand,",0
'twas then that i knew what he had on his mind.,0
"has taken all his blankets from the floor,",0
"but i'll see him in anything, so i'll stand in line.",0
"if these wings should fail me, lord,",0
"and reflect from the mountain so all souls can see it,",0
"i'm letting the cat out of the cage, i'm keeping a low profile.",0
"false-hearted judges dying in the webs that they spin,",0
"now, the moon is almost hidden, the stars are beginning to hide,",0
i'm not sleepy and there is no place i'm going to.,0
"in a world of steel-eyed death and men who are fighting to be warm,",-1
"down the foggy ruins of time,",0
"if you go when the snowflakes fall,",0
"and to the black folks he was just a crazy nigger,",0
visions of your smoking tone shoot through my head and are making me see stars.,0
"well, i came ashore in the dead of the night,",0
"tattooed my babies with a poison pen,",0
"""what are those hills yonder, my love?",1
i can't tell my heart that you're no good.,0
"to the white folks who watched he was a revolutionary bum,",0
"he's a weird monkey, very funky.",0
"like you never did before,",0
"turn, turn to the rain and the wind.",0
"come out tonight, everything'll be tight, winterlude, this dude thinks you're grand.",0
"two by two to their lovers they flew,",1
"stares straight ahead and tries so hard to stay right,",0
"you got a lotta nerve to say you are my friend,",0
won't you bury my body out on highway 51?,0
"my love, she's like some raven",1
"i can't be good, baby,",0
"my creator, my comforter, my cause for joy,",1
in the jingle-jangle morning i'll come following you.,0
how they ever flood my soul!,0
"in her honky-tonk lagoon,",0
"she was married when they first met, soon to be divorced,",0
"don't wanna be a bum,",0
she knows that i'm not afraid to look at her.,0
"and admit that the waters around you have grown,",0
you discover that you'd just a-be one more person crying.,-1
but you're gonna have to serve somebody.,0
"trouble in the water, trouble in the air,",0
"silver hair, ragged shirt, and baggy pants, that old soft shoe.",0
"the deputy sheriffs, the soldiers, the governors get paid,",0
"suddenly i turned around, she was standing there",0
"""no reason to get excited,"" the thief, he kindly spoke,",0
i can't stay in here - ain't it clear,0
"you could die down here, be just another accident statistic.""",0
"bow down to her on sunday, salute her when her birthday comes,",0
of every man who put me here.,0
"""well, my message is he's down the road, stranded in a house.""",0
ain't going down to oxford town.,0
"don't think twice, it's alright, babe,",0
"better jump down a manhole,",0
"knock--knock--knocking on heaven's door,",0
"well, shakespeare, he's in the alley with his pointed shoes and his bells",0
"i just wouldn't have a clue,",0
i've been walking around,0
in your brand-new leopard-skin pill-box hat.,0
"my pulse is running through my palm, the sharp hills are rising from",0
"""there are many here among us who feel that life is but a joke,",0
"but don't think twice, it's alright.",0
"and them caribbean winds still blow from nassau to mexico,",0
"you know, there's some things that you put out, it's gonna come back on you.",0
"sara, sara, whatever made you wanna change your mind?",-1
"the line, it is drawn and the curse, it is cast,",0
"you got innocent men in jail, your insane asylums are filled,",0
sometimes it gets so hard to care -,0
"my god, they killed him!",-1
"now, when you go home, you don't have to get along,",0
"this place ain't doing me any good,",0
"here's the story of the ""hurricane"",",0
"it's pride, and prejudice, and superstition, indeed,",0
"yes, and how many ears must one man have",0
"oh, those mighty kings of the jungle, i could hardly stand to see 'em -",0
"may be working in a barbershop, you may know how to cut hair,",0
"the sword swallower walks up to you and he kneels,",0
joking and talking about the world outside.,0
"like a complete unknown,",0
"the newspapers, they all went along for the ride.",0
"he didn't know it, he never thought it could be done, but in the final shot he'd won the war",0
"for the times, they are a-changing.",0
"of ancient history,",0
"took her by the hand and my heart was thumping,",0
"odds and ends, odds and ends,",0
"and stopped into a strange hotel with a neon burning bright,",0
twenty years of schooling and they put you on the day shift.,0
"but i would not feel so all alone,",0
"judge says to curtis, ""what's this noise about?""",0
"for the flowers of the city, though breath-like, get death-like at times",-1
"they keep it all hid,",0
"time is an ocean, but it ends at the shore:",0
"don't the moon look good, mama, shining down through the trees?",0
i just could not be what she wanted me to be.,0
i just don't think that i could handle it.,0
they'll stone you when you're walking to the door.,0
is worth more than i could pay,0
before she sleeps in the sand?,0
"broken pipes, broken tools,",0
how does it feel?,0
"i want you,",0
"hot chili peppers in the blistering sun,",0
"yes, and how many times must a man look up",0
"one more weekend, one more weekend with you,",0
"any day now, any day now, i shall be released.",0
"more frailer than the flowers, these precious hours",0
"but, if i could, i'd bring you to the mountain-top, girl,",0
"i like the cool way you look at me,",0
"the judge, he's holding a grudge and he's about to call on you,",0
"you must leave now, take what you need, you think will last,",0
"about a brave, young indian you should remember well",0
"it was you who came right through,",0
"yes, but i would not feel so all alone,",0
"i have no one to meet,",0
reacted to his deed with a shrug of his shoulders,0
"enter patty valentine from the upper hall,",0
"a man named martin luther king,",0
"someone to open each and every door,",0
"warlords of sorrow and queens of tomorrow will offer their heads for a prayer,",0
plowed furrows of death through the toiling ranks,-1
"throw my troubles out the door, i don't need them anymore",0
"your sons and your daughters are beyond your command,",0
"the cops said, ""a poor boy like you could use a break -",0
"it's not dark yet, but it's getting there.",-1
"let the wind blow low, let the wind blow high,",0
"when ruthie says come see her in her honky-tonk lagoon,",0
"look out, kid,",0
"--bello and bradley and they both baldly lied,",0
till your error you clearly learn.,0
"i'm gon' buy me a barrel of whiskey, i'll die before i turn senile.",0
"look up in the hills, that flash of light.",1
"hey, hey, woody guthrie, i wrote you a song",0
throwing all my memories in a ditch so deep.,0
"ye shall be changed,",0
"well, it may be the devil or it may be the lord,",0
"men a-flying, fists a-flying, paper flying,",0
"and she aches just like a woman, but she breaks just like a little girl.",0
"lay, lady, lay, lay across my big brass bed.",0
"yes, and how many times must the cannon balls fly",0
"i'm a clean-cut kid and i been to college, too.""",0
"the only one my arms could ever hold,",0
"bankers' nieces seek perfection,",0
"take care of yourself, get plenty rest.",0
won't you meet me out in the moonlight alone?,1
to the old folks' home and the college.,0
"you're a man of the mountains, you can walk on the clouds,",0
"even joined a union, paid my dues.",0
"preaching faith and salvation, waiting on the night to arrive.",0
nobody has to guess that baby can't be blessed,0
"who could they get to carry you,",0
"heart of mine, be still,",0
maggie says that many say,0
where the sad-eyed prophets say that no man comes?,0
"still, a man hears what he wants to hear",0
for the loser now will be later to win,0
"well, it ain't no use to sit and wonder why, babe,",0
"if you see her, say hello, she might be in tangier,",0
should i leave them by your gate,0
"well, my sense of humanity has gone down the drain,",0
"if i don't get the gal i'm loving, won't go down highway 51 no more.",0
"you know, i loved her just the same.",1
"who uses all his power to do evil, but in the end is always left so alone,",0
"she walked up to me so gracefully and took my crown of thorns,",0
"please her, please him, buy gifts,",0
"delia's in the graveyard, she might never, never get up.",-1
"among the dead and dying, her darling love she found,",1
but i will always be emotionally yours.,0
"brownsville girl with your brownsville curls,",0
it doesn't matter inside the gates of eden.,0
"any day now, any day now, i shall be released.",0
"quite lucky to be alive, though!",0
"not always easy kicking someone out, gotta wait awhile, it can be an unpleasant task.",0
"ooh-ee, ride me high, tomorrow's the day that my bride's a-gonna come!",0
"yes, i gaze at passing strangers in case i might see you,",0
"""not me,"" says the man whose fists",0
"for the times, they are a-changing.",0
"mi amor, mi corazon.",0
love and only love - it can't be denied.,1
"'twas down in chaynee county, a time they talk about,",0
why don't you break my heart one more time just for good luck?,0
"in the slow-motion crawl or life's busy race,",0
"well, she says, ""you just don't seem,like you do."" i said, ""you're way wrong.""",-1
but i was just too stubborn to ever be governed by enforced insanity.,0
"i'm a-going where the chilly winds don't blow,",0
"heard the last moan of a boxer, seen the massacre of the innocent,",0
"don't know what i could say about claudette wouldn't come back to haunt me,",0
"heart of mine,",0
"may you always be courageous, stand upright and be strong,",0
"feel i'm knocking on heaven's door,",0
all i really wanna do,0
"and it's all over now, baby blue.",0
"i can't recall your face anymore, your mouth has changed and your eyes don't look into mine.",0
and remain as i am,0
"""peace will come with tranquility and the splendor",0
"yes, and i'll go last.",0
while his genocide fools and his friends rearrange,0
"but come on, baby, i'm your friend!",0
"ain't no going back,",0
"oh, mama, is this really the end,",0
"""could you kindly tell me, friend, what time the show begins?""",0
"to stay closer--closer than any friend,",0
"brownsville girl, you're my honey, love.",1
lights flicker from the opposite loft.,1
on the jugglers and the clowns when they all did tricks for you.,0
he really wasn't where it's at,0
"steps going down into tattoo land,",0
"voices echo, ""this is what salvation must be like after a while"",",0
lily had already taken all of the dye out of her hair.,0
"i know all about poison, i know all about fiery darts,",0
i'm not sleepy and there is no place i'm going to.,0
"don't wanna shoot nobody, don't wanna be shot,",0
"you got something to say, speak or hold your peace,",0
"she say, ""who take away his license to kill?""",-1
"to understand, you know too soon there's no sense in trying.",0
"yonder stands your orphan with his gun,",0
things should start to get interesting right about now.,0
"well, the lord created it, mister, about the same time that he made the earth.",0
"hmm, i can make it through,",0
when the night comes falling from the sky.,0
woo!,0
"mama, you are on my mind.",0
"they'll stone you and then they'll say, ""good luck.""",0
before you call him a man?,0
i ain't never gonna be the same again.,0
"my love, she laughs like the flowers,",1
"i think we better talk this over,",0
"the national guard stands around his door, ohh!",0
"the cities of a lonesome fear,",0
"come on, come on, stick together,",0
"took the wife and kids and started home,",0
when only you are near,0
"under that apple suckling tree, oh, yeah!",0
"and, no matter what they say, i believe in you.",0
they got some hungry women there and they really make a mess outta you.,0
"i don't care how many letters they sent, morning came and morning went,",0
"and to the black folks he was just a crazy nigger,",0
"short pants, romance, learn to dance,",0
down along the cove we walk together hand in hand.,0
"well, get sick, get well,",0
"may you stay forever young,",1
"and, when i'm called up yonder and it's my time to go,",0
like a-she a-broke a-this heart of mine.,0
crying like a fire in the sun.,-1
"well, now, time passed and now it seems",0
"i had 'em once though, i suppose, to go along with all the ring-dancing christmas carols on all the christmas eves,",0
trust yourself.,0
"may your hands always be busy, may your feet always be swift,",0
"ooh-ee, ride me high, tomorrow's the day that my bride's a-gonna come!",0
"socialism, hypnotism,",0
"if dogs run free, why not we",0
but you're gonna have to serve somebody.,0
"he reached too high, was thrown back to the ground.",0
"he grabbed his pants for a better stance, oh, he jumped so high and clicked up his heels.",0
they was all over!,0
then they bury you from your head to your feet from the disease of conceit.,0
the holy one called jesus christ.,0
"joey, joey,",0
i found they were all rank strangers to me.,0
"ghost of belle starr, she hands down her wits",0
why wait any longer for the world to begin?,0
"no more booby traps and bombs, no more decadence and charm,",0
is standing in the clothes that you once wore.,0
"puffing on a big cigar,",0
the answer is blowing in the wind.,0
"i met another man who was wounded in hatred,",0
"well, they'll stone you and say that it's the end,",0
"and admit that the waters around you have grown,",0
"rosemary right beside him, steady in her eyes -",0
'cause i don't think about it.,0
you never know what you got till it's gone?,0
"you should be made to be wearing at all times a telephone,",0
even though a cloud's white curtain in a far-off corner flared,0
i a-hope you can hear--,0
"a man named martin luther king,",0
"yes, i'm walking down your highway",0
"dead man, dead man, when will you arise,",0
if you just let me follow you down.,0
tell her she can look me up if she's got the time.,0
"i ain't gonna work for maggie's brother no more,",0
my baby took my heart from me.,0
"where my friends and i spent many an afternoon,",0
"she's proud, but she needs to roam,",0
"i know it looks like i'm moving, but i'm standing still.",0
"like a complete unknown,",0
"now, your dancing child with his chinese suit, he spoke to me, i took his flute.",0
molotov cocktails and rocks behind every curtain.,0
"mixing up the medicine,",0
"like a complete unknown,",0
while them that defend what they cannot see,0
"one look at you and i'm out of control,",0
"who've lost all ray of hope,",0
"they're selling postcards of the hanging, they're painting the passports brown,",-1
"after a while we took in the clothes, nobody said very much,",0
"social clubs in drag disguise,",0
"oh, if i had a flask of gin and sugar here for two",0
"nothing wrong could make it right away,",-1
"he hands--out in your face for kicks,",0
"honey, just allow me one more chance to ride your aeroplane.",0
give you an inch and you'll take the mile.,0
lot of things can get in the way when you're trying to do what's right.,0
i ain't gonna work for maggie's brother no more.,0
"all down in taken-for-granted situations,",0
i can tell you are torn between staying and returning back to the south.,0
"feeling funny in my mind, lord,",0
"she never stumbles, she got no place to fall,",0
"but, though the masters make the rules",0
"i said a quick prayer and i felt satisfied,",0
"you might be hungry, you might be [incomprehensible],",0
i love you more than ever and it burns me to the soul.,1
i see the hungry clouds up above your face,0
"leaving in the morning if i have to ride the blinds,",0
the fortune-telling lady has even taken all her things inside.,0
"to be without a home,",0
"well, i don't mind dying,",0
and landed fully blast in his garden flowers.,0
"silvio, silver and gold",0
what's a sweetheart like you doing in a dump like this?,0
can be seen in the eyes of those that call,0
preacherman seeks the same -- who'll get there first is uncertain.,0
"winter would have no spring,",0
"i can't feel you anymore, i can't even touch the clothes you wear,",0
i'm in love with the ugliest girl in the world.,1
"upon the beach, where hound dogs bay",0
said he'd give me information if his name wasn't used.,0
i'm on the pavement,0
"they're killing nuns and soldiers, there's fighting on the border.",-1
"watching the river flow,",0
"your lover, who just walked out your door,",1
"i was ready to leave, i was already walking,",0
"""let's blow this place to kingdom come, let con edison take the blame.""",0
"a change in the weather is always extreme,",0
"she's begging to know what measures he now will be taking,",0
"make you spin or do you in,",0
"this wheel's on fire, rolling down the road,",0
"everybody knows that baby's got new clothes,",0
"brownsville girl, you're my honey, love.",1
"well, i'm gonna baptize you in fire so you can sin no more,",0
but i can't get close to her at all.,0
"someone to open each and every door,",0
who killed davey moore?,-1
"you may be a state trooper, you might be a young turk,",0
new morning.,0
"it could even be like a myth,",0
let me eat off his head and you can really see.,0
"feel like a broke-down engine, ain't got no driving wheel,",0
but the fighter still remains.,0
"all your reindeer armies, they're all going home,",0
that every hair is numbered like every grain of sand.,0
"the only thing i knew how to do was to keep on keeping on like a bird that flew,",0
you been hurt so many times,0
you're my baby.,0
"rita said ""come back!"" and he started to load.",0
"she said, ""don't you tell henry,",0
did i lose my mind when i tried to get rid,0
"every step of the way we walk the line,",0
"i'm stark naked, but i don't care,",0
"and your flesh like silk and your face like glass,",0
that even jesus would never forgive what you do.,0
"something is the matter, baby, there's smoke in your hair.",0
"yet she's true like ice, like fire.",0
you don't get anything you don't deserve where we were born in time.,0
"but you're gonna have to serve somebody,",0
"come all without, come all within,",0
"may be the head of some big tv network,",0
"who's a-gonna kiss your memphis lips when i'm out in the wind,",0
"don't wanna judge nobody, don't wanna be judged,",0
"billy, you're so far away from home.",0
hope you're ready.,0
"every lady in the land told him lies,",0
"in the turning of twilight,",1
"stared at the person who killed for no reason,",-1
like a rolling stone?,0
"and my skin will surely crawl if he touches you at all,",0
they tell me to be discreet,0
i'm on the dark side of the road.,-1
with gold and silver in her hand.,0
"to be without a home,",0
moving with a simple twist of fate.,0
"the sky cracked its poems in naked wonder,",0
and i'll watch while you're lowered down to your deathbed,-1
"may your hands always be busy, may your feet always be swift,",0
"he grabbed my arm, i said ""ouch!""",0
may you stay forever young.,1
"crumble into one another,",0
if she was ever with me or if i was ever with her.,0
"light yourself a candle,",1
"you're gonna need my help, sweetheart, you can't make love all by yourself.",1
"but, don't my gal look fine when she's chasing after me?",0
knock--knock--knocking on heaven's door.,0
"like you never did before,",0
with a face that any painter would paint as he walked through the crowd,-1
"and she aches just like a woman, but she breaks just like a little girl.",0
it's not a bad way to make a living,0
you thought it was the best thing i could do?,0
but you will wind up peeking through her keyhole down upon your knees.,0
you say you're looking for someone,0
as lady and i look out tonight from desolation row.,0
there is a house in new orleans they call the rising sun,0
"the wind howls like a hammer,",0
yeah! going to have some fun.,0
"stone you when you're walking on the street,",0
"blowing like she never blowed before,",0
"""come in,"" she said, ""i'll give you shelter from the storm.""",0
"whatever pleases you, tell it to my heart -",-1
i can't use it anymore.,0
i've been living the blues every night without you.,0
"when you gonna wake up, said when you gonna wake up,",0
"i'd already gone the distance,",0
i could feel a whole lot better,0
"yes, indeed, you're gonna have to serve somebody:",0
may you have a strong foundation when the winds of changes shift.,0
"she was there in the meadow where the creek used to rise,",0
puts her hands in her back pocket bette davis-style.,0
"many a gamble has been lost and won,",0
it's easy to see without looking too far that not much is really sacred.,0
"can't you hear me, baby, rapping on your door?",0
and keep away from pranks.,0
"won't you come see me, queen jane?",0
"just remember that death is not the end,",-1
"i want you,",0
i'm not sleepy and there is no place i'm going to.,0
"since the beginning of the universe, man's been cursed by trouble,",0
"if you're so hurt, why then don't you show it?",0
"from their fates try to resign,",0
"left me blindly here to stand but still not sleeping,",0
"yeah, but i would not feel so all alone,",0
"look out, kid,",0
"yes, indeed, you're gonna have to serve somebody:",0
why are your eyes just staring off in the night?,0
"alright, now!",0
"it's such a sad thing to see beauty decay,",0
ring them from the fortress for the lilies that bloom.,0
to some righteous king who wrote psalms beside moonlight stream.,1
how badly they were shocked -,0
"saying, ""fist-fighting is here to stay,",0
"and, every time that he'd get full, he was spoiling for a fight.",0
"now, you take your file and you bend my head,",0
knock--knock--knocking on heaven's door.,0
"knock--knock--knocking on heaven's door,",0
"well, frankie lee, he sat back down, feeling low and mean",0
"lordy, lordy, lord!",0
catch the wild fishes that float through the stream -,0
"the truth was obscure, too profound and too pure,",0
i'm gonna get my coat - i feel the breath of a storm.,0
funny way to start a picnic.,0
"you came up behind me, i saw you go by,",0
"like a complete unknown,",0
"or, sad-eyed lady, should i wait?",0
i see you kiss her on the cheek every time she gives a speech.,0
and the first one now will later be last,0
"staying up for days in the chelsea hotel,",0
"well, my wrist was empty, but my nerves were kicking, ticking like a clock.",0
"now, all the authorities, they just stand around and boast",0
seemed like always they'd be caught between the mob and the men in blue.,0
"you that build the death planes, you that build all the bombs,",-1
with all memory and fate,0
"tell me,",0
"i was betrayed by flora, the lily of the west.",0
when all the clowns that you have commissioned,0
someone who will die for you and maybe more -,0
"with that half-wit comedian on it,",0
"no, i ain't gonna work on maggie's farm no more.",0
"tears of rage, tears of grief, why i'm always the one who must feel a thief?",0
"please, mrs. henry, mrs. henry, please!",0
"some speak of the future,",0
"you will be alright, girl,",0
"with the mystery tramp, but now you realize",0
to win friends and influence his uncle.,0
"you that hide behind walls, you that hide behind desks,",0
it probably wouldn't matter to you anyhow.,0
i'll go to some hollow and sit at my still,0
the vagabond who's rapping at your door,0
about having to be scrounging for your next meal -,0
don't fall apart on me tonight.,0
"alberta, let your hair hang low,",0
"remember the night you lay--blowed little sadie down?""",0
"keep your eyes wide - the chance won't come again,",0
and the first one now will later be last,0
"oh, i miss my darling so, i didn't mean to see her go,",0
"take me down to california, baby!",0
"says he's got a bad bill,",0
"but, mama, you been on my mind.",0
"he brags of his misery, he likes to live dangerously,",0
"yes, i been gambling so long,",0
"as i was out walking on the corner one day,",0
"the roving gambler was a-very bored,",0
"wiggle, wiggle, wiggle like satin and silk,",0
why and what's the reason for?,0
"it's not aimed at anyone,",0
am i mixed up too much? am i mixed up too hard?,0
"well, i'm pressing on to the higher calling of my lord.",0
like a rolling stone?,0
she knows that she's not afraid to look at her.,0
"pistol-shots ring out in the barroom night,",0
"soft as music, light as spring.",1
"the only son of god almighty,",0
he's not selling any alibis,0
"it was all pointed out, the way to go, and scratched your name in sand,",0
"or is it because you remind me of something that used to be,",0
i came to the place where the lone pilgrim lay,0
"well, i been looking at my shadow, i been watching the clouds up above,",0
"walking-walking with you in my head,",0
"in the night a hound dog bayed,",0
the man the authorities came to blame,0
is brought down from the castles by insurance men who go,0
and these visions of johanna that conquer my mind.,0
there were six thousand people there.,0
"the gypsy's door was open wide, but the gypsy was gone",0
"he -- ""yeah, you're right. let me tell your mother this has been done.""",0
throw my suitcase out there too.,0
"there's a hymn i used to hear in the churches all the time,",0
"rain would gather, too.",0
time passes slow when you're searching for love.,1
"but, when we meet again and are introduced by friends,",0
"mama, put my guns in the ground,",0
"i've been living the blues every night without you,",0
you always got more than enough rope.,0
"might like to wear cotton, might like to wear silk,",0
"well, he can be fascinating, he can be dull,",0
"feel like a fighting rooster, feel better than i ever felt,",0
all about that john b. stetson hat.,0
"broken switches, broken gates,",0
"may be the head of some big tv network,",0
"ain't nothing left here, partner,",0
"hold on to me, pretty miss, and say you'll never go away to stray.",0
and don't speak too soon for the wheel's still in spin,0
"cat's moo and calf's meow, you know, i--i can recite them all,",0
"one day the man in the moon went home and the river went dry,",0
i've spent all my money on whiskey and beer.,0
"till she sees finally she's like all the rest with her fog, her amphetamine, and her pearls.",0
"don't need a shot of heroin to kill my disease,",-1
"yes, the last thing you said before you hit the street,",0
know that sometimes satan come as a man of peace.,0
and things would be different the next time we wed,0
"quick, magdalena, take my gun,",0
someone said that dignity was the first to leave.,0
but i see through your eyes and i see through your brain,0
"saved by the blood of the lamb,",-1
"i have gone from rags to riches in the sorrow of the night,",0
"oh, the farmers and the businessmen, they all did decide",0
"you've known it all the time, i'm learning it these days -",0
bring that bottle over here.,0
"i saw a white ladder all covered with water,",0
"one more cup of coffee for the road,",0
though i'd never say,0
never no more do i wonder,0
"do what the captain says, lotta medals you will get,",0
"""well, i rung the fallout shelter bell",0
and that even the nobles get properly handled,0
"there was music in the cafes at night and revolution in the air,",0
"with no direction home,",0
they put ideas in his head that he thought were his.,0
may you stay forever young.,1
"i know you're sorry, i'm sorry too.",0
"i'm on the fringes of the night, fighting back tears that i can't control,",0
crying out that he was framed.,-1
we see this empty cage now corrode,0
"oh, my name, it ain't nothing, my age, it means less,",0
"for your times, they are a-changing.",0
i ain't gonna work for maggie's pa no more.,0
"it's many a night i pretended to be a-sleeping,",0
"circled by the circus sands,",0
i see that stationmaster too.,0
"i waited in the hallway, she went to get it, and i tried to make sense",0
"i saw a highway of diamonds with nobody on it,",0
"you came down the line, gave me a new mind, you changed my life.",0
there was four persons killed and he was at the wheel -,-1
for them that think death's honesty,-1
and shot it fulla holes.,0
still i say her love-words over,1
fighting every inch of the way.,0
how was i to know you'd be the one,0
"there's a slow - there's a slow, slow train coming,",0
"in comes romeo, he's moaning, ""you belong to me, i believe.""",0
you used to laugh about,0
"""oh, stop that cursed jury!"" cried the attendant and the nurse.",0
"sometimes i wonder what's going on with miss x,",0
"'tis the song, the sigh of the weary,",0
"thinking about the government,",0
"you and i, we've been through that, this is not our fate.",0
there's no excuse for you to say that we don't think alike.,0
"west of the jordan, east of the rock of gibraltar,",0
and she aches just like a woman,0
"while paupers change possessions,",0
"heart-fixer, mind-regulator, true to the end.",0
"come, mothers and fathers throughout the land,",0
and the sun is a-going down upon the sacred cow.,0
"cat's in the well, horse is going bumpety-bump,",0
"open the door, richard, i've heard it said before,",0
"but, when quinn the eskimo gets here, everybody's gonna doze.",0
and a noble truth is a sacred creed.,0
"roses are red, violets are blue,",0
"like judas of old, you lie and deceive,",0
"baby, let me follow you down,",0
she saw us come rolling up in a trail of dust.,0
"you went years without me, might as well keep going now.",0
"keep a clean nose,",0
"big, white clouds like chariots that swing down low.",0
"what kind of sign they need when it all come from within,",0
"i ain't gonna work for maggie's ma no more,",0
"i once loved a woman - a child, i am told.",1
eclipses both the sun and moon -,0
"and it's true sometime, you could see it that way,",0
"and your gravity fails and negativity don't pull you through,",0
"yes, and i just got to tell you that i do intend",0
"let the day turn to night, my dear mary ann.",0
throw my ticket out the window.,0
"and forget my pride,",0
"just like you always said, there was something about me you liked",0
better stay away from those,0
who killed davey moore?,-1
and the marshals and cops get the same.,0
and time is running backwards and so is the bride.,0
"me, i romp and stomp, thankful as i romp.",0
"i'm locked in tight, i'm outta range,",0
"and a lot of 'em, they seemed to be looking my way.",0
"but now morning is clear,",0
"i wish she'd tell me what it is, i'll run and hide.",0
to be stuck inside of mobile with the memphis blues again?,0
"well, i've been to the mountain and i've been in the wind,",0
"look around you, it's just bound to make you embarrassed!",0
"i see my light come shining from the west out to the east,",1
"they say ""sing!"" while you slave -- i get bored.",0
"the cry of the peacock, flies buzz my head,",-1
"to your tambourine in time,",0
"please don't feel bad, no, no, no, no, don't, don't, don't feel bad,",0
"when you gonna wake up, strengthen the things that remain?",0
but it sure does bother me to see my loved ones turning into puppets -,1
"but ye shall be a-changed,",0
"they'll stone you when you're trying to make a buck,",0
in the jingle-jangle morning i'll come following you.,0
be in the palm of some fool's hand?,0
